ticker,rpa_date_utc,rpa_time_utc,rp_entity_id,entity_name,relevance,event_sentiment_score,group,sub_type,event_text,news_type,source_name,headline
FOX,2024-08-07,16:30:36,7BFF81,Fox Corp.,100,0.54,price-targets,upgrade,Fox Corp. Price Target Raised to $44.00/Share From $42.00 by Goldman Sachs,NEWS-FLASH,Dow Jones Newswires,Fox Corp. Price Target Raised to $44.00/Share From $42.00 by Goldman Sachs
FOX,2024-08-07,17:47:06,7BFF81,Fox Corp.,100,0.34,analyst-ratings,neutral,Fox Corp. Is Maintained at Buy by Deutsche Bank,NEWS-FLASH,Dow Jones Newswires,Fox Corp. Is Maintained at Buy by Deutsche Bank
FOX,2024-08-07,17:47:06,7BFF81,Fox Corp.,100,0.68,price-targets,upgrade,Fox Corp. Price Target Raised to $42.00/Share From $39.00 by Deutsche Bank,NEWS-FLASH,Dow Jones Newswires,Fox Corp. Price Target Raised to $42.00/Share From $39.00 by Deutsche Bank
FOX,2024-08-12,22:24:48,7BFF81,Fox Corp.,100,0.0,analyst-ratings,neutral,Fox Corp. Is Maintained at Neutral by Macquarie,NEWS-FLASH,Dow Jones Newswires,Fox Corp. Is Maintained at Neutral by Macquarie
FOX,2024-08-12,22:24:48,7BFF81,Fox Corp.,100,0.76,price-targets,upgrade,Fox Corp. Price Target Raised to $35.00/Share From $32.00 by Macquarie,NEWS-FLASH,Dow Jones Newswires,Fox Corp. Price Target Raised to $35.00/Share From $32.00 by Macquarie
FOX,2024-08-15,22:00:46,7BFF81,Fox Corp.,100,-0.48,insider-trading,,"Coo Nallen Registers 52,874 Of Fox Corp >FOXA",RNS-SEC144,Dow Jones Newswires,"COO Nallen Registers 52,874 Of Fox Corp >FOXA"
FOX,2024-08-16,11:46:16,7BFF81,Fox Corp.,100,0.94,analyst-ratings,positive,Fox Corp. Raised to Overweight From Underweight by Wells Fargo,NEWS-FLASH,Dow Jones Newswires,Fox Corp. Raised to Overweight From Underweight by Wells Fargo
FOX,2024-08-16,11:46:16,7BFF81,Fox Corp.,100,0.86,price-targets,upgrade,Fox Corp. Price Target Raised to $46.00/Share From $29.00 by Wells Fargo,NEWS-FLASH,Dow Jones Newswires,Fox Corp. Price Target Raised to $46.00/Share From $29.00 by Wells Fargo
FOX,2024-08-16,21:42:40,7BFF81,Fox Corp.,100,0.52,insider-trading,,"Officer Ciongoli Acquires 12,691 Of Fox Corp >FOXA",FULL-ARTICLE,Dow Jones Newswires,"Officer Ciongoli Acquires 12,691 Of Fox Corp >FOXA"
FOX,2024-08-16,21:44:09,7BFF81,Fox Corp.,100,0.37,equity-actions,increase,"Holder Murdoch Acquires 13,121 Of Fox Corp",FULL-ARTICLE,Dow Jones Newswires,"Holder Murdoch Acquires 13,121 Of Fox Corp >FOXA"
FOX,2024-08-16,21:48:03,7BFF81,Fox Corp.,100,0.52,insider-trading,,"Chmn Murdoch Acquires 119,705 Of Fox Corp >FOXA",FULL-ARTICLE,Dow Jones Newswires,"Chmn Murdoch Acquires 119,705 Of Fox Corp >FOXA"
FOX,2024-08-16,21:50:26,7BFF81,Fox Corp.,100,0.52,insider-trading,,"Cfo Tomsic Acquires 23,355 Of Fox Corp >FOXA",FULL-ARTICLE,Dow Jones Newswires,"CFO Tomsic Acquires 23,355 Of Fox Corp >FOXA"
FOX,2024-08-16,21:51:30,7BFF81,Fox Corp.,100,-0.49,insider-trading,,"Coo Nallen Sells 52,874 Of Fox Corp >FOXA",FULL-ARTICLE,Dow Jones Newswires,"COO Nallen Sells 52,874 Of Fox Corp >FOXA"
FOX,2024-09-09,13:33:00,7BFF81,Fox Corp.,100,-0.58,analyst-ratings,negative,Fox Corp. Cut to Neutral From Buy by Seaport Global,NEWS-FLASH,Dow Jones Newswires,Fox Corp. Cut to Neutral From Buy by Seaport Global
FOX,2024-09-16,16:57:00,7BFF81,Fox Corp.,99,0.52,products-services,,Fox Corp.: We are excited to launch this new series,PRESS-RELEASE,Business Wire,"FOX Nation Taps Vivek Ramaswamy to Host New Series ""Truths with Vivek Ramaswamy"" Premiering September 22"
FOX,2024-09-16,16:57:01,7BFF81,Fox Corp.,99,0.52,products-services,,Fox Corp.: We are excited to launch this new series,PRESS-RELEASE,Dow Jones Newswires,"Press Release: FOX Nation Taps Vivek Ramaswamy to Host New Series ""Truths with Vivek Ramaswamy"" Premiering September 22"
FOX,2024-09-24,17:14:16,7BFF81,Fox Corp.,100,0.34,analyst-ratings,neutral,Fox Corp. Is Maintained at Buy by Guggenheim,NEWS-FLASH,Dow Jones Newswires,Fox Corp. Is Maintained at Buy by Guggenheim
FOX,2024-09-24,17:14:16,7BFF81,Fox Corp.,100,0.4,price-targets,upgrade,Fox Corp. Price Target Raised to $45.00/Share From $44.00 by Guggenheim,NEWS-FLASH,Dow Jones Newswires,Fox Corp. Price Target Raised to $45.00/Share From $44.00 by Guggenheim
FOX,2024-09-25,15:32:06,7BFF81,Fox Corp.,100,0.34,analyst-ratings,neutral,Fox Corp. Is Maintained at Buy by B of A Securities,NEWS-FLASH,Dow Jones Newswires,Fox Corp. Is Maintained at Buy by B of A Securities
FOX,2024-09-25,15:32:06,7BFF81,Fox Corp.,100,0.78,price-targets,upgrade,Fox Corp. Price Target Raised to $50.00/Share From $45.00 by B of A Securities,NEWS-FLASH,Dow Jones Newswires,Fox Corp. Price Target Raised to $50.00/Share From $45.00 by B of A Securities
FOX,2024-09-25,15:36:46,7BFF81,Fox Corp.,100,0.0,analyst-ratings,neutral,Fox Corp. Is Maintained at Neutral by JP Morgan,NEWS-FLASH,Dow Jones Newswires,Fox Corp. Is Maintained at Neutral by JP Morgan
FOX,2024-09-25,15:36:46,7BFF81,Fox Corp.,100,0.7,price-targets,upgrade,Fox Corp. Price Target Raised to $41.00/Share From $38.00 by JP Morgan,NEWS-FLASH,Dow Jones Newswires,Fox Corp. Price Target Raised to $41.00/Share From $38.00 by JP Morgan
FOX,2024-09-25,17:38:47,7BFF81,Fox Corp.,100,-0.98,analyst-ratings,negative,Fox Corp. Cut to Sell From Hold by CFRA,NEWS-FLASH,Dow Jones Newswires,Fox Corp. Cut to Sell From Hold by CFRA
FOX,2024-10-08,12:35:54,7BFF81,Fox Corp.,100,0.34,analyst-ratings,neutral,Fox Corp. Is Maintained at Buy by Loop Capital,NEWS-FLASH,Dow Jones Newswires,Fox Corp. Is Maintained at Buy by Loop Capital
FOX,2024-10-08,12:35:54,7BFF81,Fox Corp.,100,0.66,price-targets,upgrade,Fox Corp. Price Target Raised to $46.00/Share From $43.00 by Loop Capital,NEWS-FLASH,Dow Jones Newswires,Fox Corp. Price Target Raised to $46.00/Share From $43.00 by Loop Capital
FOX,2024-10-09,14:58:46,7BFF81,Fox Corp.,100,0.0,analyst-ratings,neutral,Fox Corp. Is Maintained at Equal-Weight by Barclays,NEWS-FLASH,Dow Jones Newswires,Fox Corp. Is Maintained at Equal-Weight by Barclays
FOX,2024-10-09,14:58:46,7BFF81,Fox Corp.,100,0.72,price-targets,upgrade,Fox Corp. Price Target Raised to $39.00/Share From $36.00 by Barclays,NEWS-FLASH,Dow Jones Newswires,Fox Corp. Price Target Raised to $39.00/Share From $36.00 by Barclays
FOX,2024-10-21,16:00:04,7BFF81,Fox Corp.,100,0.0,earnings,,Fox Corp.: Press Release: Fox Corporation Executives to Discuss First Quarter Fiscal 2025 Financial Results,PRESS-RELEASE,Dow Jones Newswires,Press Release: Fox Corporation Executives to Discuss First Quarter Fiscal 2025 Financial Results Via Webcast
FOX,2024-10-28,15:13:00,7BFF81,Fox Corp.,100,0.52,products-services,,Fox News Channel to Debut New Immersive Graphics Technology in,PRESS-RELEASE,Business Wire,FOX News Channel to Debut New Immersive Graphics Technology in Enhanced State-of-the-Art Studio During 2024 Election Coverage
FOX,2024-10-28,15:18:15,7BFF81,Fox Corp.,100,0.52,products-services,,Fox News Channel to Debut New Immersive Graphics Technology in,PRESS-RELEASE,Dow Jones Newswires,Press Release: FOX News Channel to Debut New Immersive Graphics Technology in Enhanced State-of-the-Art Studio During 2024 Election Coverage
FOX,2024-11-01,13:21:29,7BFF81,Fox Corp.,100,0.0,analyst-ratings,neutral,Fox Corp. Is Maintained at Equal-Weight by Morgan Stanley,NEWS-FLASH,Dow Jones Newswires,Fox Corp. Is Maintained at Equal-Weight by Morgan Stanley
FOX,2024-11-01,13:21:29,7BFF81,Fox Corp.,100,0.6,price-targets,upgrade,Fox Corp. Price Target Raised to $40.00/Share From $38.00 by Morgan Stanley,NEWS-FLASH,Dow Jones Newswires,Fox Corp. Price Target Raised to $40.00/Share From $38.00 by Morgan Stanley
FOX,2024-11-04,13:00:15,7BFF81,Fox Corp.,100,0.0,revenues,,Fox Corp. 1Q Rev $3.56B >FOXA,NEWS-FLASH,Dow Jones Newswires,Fox Corp. 1Q Rev $3.56B >FOXA
FOX,2024-11-04,13:00:15,7BFF81,Fox Corp.,100,0.0,revenues,,Fox REPORTS FIRST QUARTER FISCAL 2025 REVENUES OF $3.56 BILLION,PRESS-RELEASE,PR Newswire,"FOX REPORTS FIRST QUARTER FISCAL 2025 REVENUES OF $3.56 BILLION, NET INCOME OF $832 MILLION, AND ADJUSTED EBITDA OF $1.05 BILLION"
FOX,2024-11-04,13:00:15,7BFF81,Fox Corp.,100,0.61,earnings,positive,Fox Corp.: The Company reported quarterly net income of $832 million,PRESS-RELEASE,PR Newswire,"FOX REPORTS FIRST QUARTER FISCAL 2025 REVENUES OF $3.56 BILLION, NET INCOME OF $832 MILLION, AND ADJUSTED EBITDA OF $1.05 BILLION"
FOX,2024-11-04,13:00:15,7BFF81,Fox Corp.,100,0.0,revenues,,Fox Corp.: The Company reported total quarterly revenues,PRESS-RELEASE,PR Newswire,"FOX REPORTS FIRST QUARTER FISCAL 2025 REVENUES OF $3.56 BILLION, NET INCOME OF $832 MILLION, AND ADJUSTED EBITDA OF $1.05 BILLION"
FOX,2024-11-04,13:00:15,7BFF81,Fox Corp.,100,0.41,revenues,up,Fox Corp.: Other revenues increased $4 million or 3%,PRESS-RELEASE,PR Newswire,"FOX REPORTS FIRST QUARTER FISCAL 2025 REVENUES OF $3.56 BILLION, NET INCOME OF $832 MILLION, AND ADJUSTED EBITDA OF $1.05 BILLION"
FOX,2024-11-04,13:00:15,7BFF81,Fox Corp.,100,0.41,revenues,up,Fox Corp.: Advertising revenues increased $98 million or 11%,PRESS-RELEASE,PR Newswire,"FOX REPORTS FIRST QUARTER FISCAL 2025 REVENUES OF $3.56 BILLION, NET INCOME OF $832 MILLION, AND ADJUSTED EBITDA OF $1.05 BILLION"
FOX,2024-11-04,13:00:16,7BFF81,Fox Corp.,100,0.0,earnings,,Fox Corp.: Adjusted EBITDA,PRESS-RELEASE,PR Newswire,FOX REPORTS FIRST QUARTER FISCAL 2025 REVENUES OF -3-
FOX,2024-11-04,13:00:15,7BFF81,Fox Corp.,100,0.0,earnings,,Fox Corp.: Quarterly Adjusted EBITDA,PRESS-RELEASE,PR Newswire,"FOX REPORTS FIRST QUARTER FISCAL 2025 REVENUES OF $3.56 BILLION, NET INCOME OF $832 MILLION, AND ADJUSTED EBITDA OF $1.05 BILLION"
FOX,2024-11-04,13:00:15,7BFF81,Fox Corp.,100,-0.49,equity-actions,up,Fox Corp.: The increase in expenses,PRESS-RELEASE,PR Newswire,"FOX REPORTS FIRST QUARTER FISCAL 2025 REVENUES OF $3.56 BILLION, NET INCOME OF $832 MILLION, AND ADJUSTED EBITDA OF $1.05 BILLION"
FOX,2024-11-04,13:00:15,7BFF81,Fox Corp.,100,0.58,earnings,positive,Fox Corp.: Segment EBITDA $ 748 $ 607,PRESS-RELEASE,PR Newswire,"FOX REPORTS FIRST QUARTER FISCAL 2025 REVENUES OF $3.56 BILLION, NET INCOME OF $832 MILLION, AND ADJUSTED EBITDA OF $1.05 BILLION"
FOX,2024-11-04,13:00:15,7BFF81,Fox Corp.,100,0.59,equity-actions,,Fox Corp.: SHARE REPURCHASE PROGRAM,PRESS-RELEASE,PR Newswire,"FOX REPORTS FIRST QUARTER FISCAL 2025 REVENUES OF $3.56 BILLION, NET INCOME OF $832 MILLION, AND ADJUSTED EBITDA OF $1.05 BILLION"
FOX,2024-11-04,13:00:16,7BFF81,Fox Corp.,100,0.0,revenues,,Fox REPORTS FIRST QUARTER FISCAL 2025 REVENUES,PRESS-RELEASE,PR Newswire,FOX REPORTS FIRST QUARTER FISCAL 2025 REVENUES OF -2-
FOX,2024-11-04,13:00:16,7BFF81,Fox Corp.,100,0.59,equity-actions,,"Fox Corp.: As of September 30, 2024, the Company has repurchased approximately $4.85 billion of its Class A common stock",PRESS-RELEASE,PR Newswire,FOX REPORTS FIRST QUARTER FISCAL 2025 REVENUES OF -2-
FOX,2024-11-04,13:00:16,7BFF81,Fox Corp.,100,0.59,equity-actions,,"Fox Corp.: During the quarter, the Company repurchased approximately $250 million of its Class A common stock",PRESS-RELEASE,PR Newswire,FOX REPORTS FIRST QUARTER FISCAL 2025 REVENUES OF -2-
FOX,2024-11-04,13:00:16,7BFF81,Fox Corp.,100,0.0,equity-actions,,Fox Corp.: Operating expenses,PRESS-RELEASE,PR Newswire,FOX REPORTS FIRST QUARTER FISCAL 2025 REVENUES OF -2-
FOX,2024-11-04,13:00:16,7BFF81,Fox Corp.,100,0.0,assets,,"Fox Corp.: Total assets $ 22,538 $ 21,972",PRESS-RELEASE,PR Newswire,FOX REPORTS FIRST QUARTER FISCAL 2025 REVENUES OF -2-
FOX,2024-11-04,13:00:16,7BFF81,Fox Corp.,100,0.0,revenues,,Fox REPORTS FIRST QUARTER FISCAL 2025 REVENUES,PRESS-RELEASE,PR Newswire,FOX REPORTS FIRST QUARTER FISCAL 2025 REVENUES OF -3-
FOX,2024-11-04,13:00:16,7BFF81,Fox Corp.,100,0.0,dividends,,Fox Corp.: Dividends,PRESS-RELEASE,PR Newswire,FOX REPORTS FIRST QUARTER FISCAL 2025 REVENUES OF -3-
FOX,2024-11-04,13:00:16,7BFF81,Fox Corp.,100,0.0,earnings,,Fox Corp.: ADJUSTED NET INCOME,PRESS-RELEASE,PR Newswire,FOX REPORTS FIRST QUARTER FISCAL 2025 REVENUES OF -3-
FOX,2024-11-04,13:00:16,7BFF81,Fox Corp.,100,0.0,earnings,,Fox Corp.: Income EPS,PRESS-RELEASE,PR Newswire,FOX REPORTS FIRST QUARTER FISCAL 2025 REVENUES OF -3-
FOX,2024-11-04,13:00:16,7BFF81,Fox Corp.,100,0.47,equity-actions,,Fox Corp.: Restructuring,PRESS-RELEASE,PR Newswire,FOX REPORTS FIRST QUARTER FISCAL 2025 REVENUES OF -3-
FOX,2024-11-04,13:00:16,7BFF81,Fox Corp.,100,0.0,revenues,,Fox Corp. 1Q Television Revenue $1.95B >FOXA,NEWS-FLASH,Dow Jones Newswires,Fox Corp. 1Q Television Revenue $1.95B >FOXA
FOX,2024-11-04,13:00:16,7BFF81,Fox Corp.,100,0.61,earnings,positive,Fox Corp. 1Q EPS $1.78,NEWS-FLASH,Dow Jones Newswires,Fox Corp. 1Q EPS $1.78 >FOXA
FOX,2024-11-04,13:00:16,7BFF81,Fox Corp.,100,0.61,earnings,positive,Fox Corp. 1Q Adj EPS $1.45,NEWS-FLASH,Dow Jones Newswires,Fox Corp. 1Q Adj EPS $1.45 >FOXA
FOX,2024-11-04,13:00:16,7BFF81,Fox Corp.,100,0.61,earnings,positive,Fox Corp. 1Q Net $827M,NEWS-FLASH,Dow Jones Newswires,Fox Corp. 1Q Net $827M >FOXA
FOX,2024-11-04,13:00:16,7BFF81,Fox Corp.,100,0.0,revenues,,Fox REPORTS FIRST QUARTER FISCAL 2025 REVENUES OF $3.56 BILLION,PRESS-RELEASE,Dow Jones Newswires,"Press Release: FOX REPORTS FIRST QUARTER FISCAL 2025 REVENUES OF $3.56 BILLION, NET INCOME OF $832 MILLION, AND ADJUSTED EBITDA OF $1.05 BILLION"
FOX,2024-11-04,13:00:16,7BFF81,Fox Corp.,100,0.61,earnings,positive,Fox Corp.: The Company reported quarterly net income of $832 million,PRESS-RELEASE,Dow Jones Newswires,"Press Release: FOX REPORTS FIRST QUARTER FISCAL 2025 REVENUES OF $3.56 BILLION, NET INCOME OF $832 MILLION, AND ADJUSTED EBITDA OF $1.05 BILLION"
FOX,2024-11-04,13:00:16,7BFF81,Fox Corp.,100,0.0,revenues,,Fox Corp.: The Company reported total quarterly revenues,PRESS-RELEASE,Dow Jones Newswires,"Press Release: FOX REPORTS FIRST QUARTER FISCAL 2025 REVENUES OF $3.56 BILLION, NET INCOME OF $832 MILLION, AND ADJUSTED EBITDA OF $1.05 BILLION"
FOX,2024-11-04,13:00:16,7BFF81,Fox Corp.,100,0.41,revenues,up,Fox Corp.: Other revenues increased $4 million or 3%,PRESS-RELEASE,Dow Jones Newswires,"Press Release: FOX REPORTS FIRST QUARTER FISCAL 2025 REVENUES OF $3.56 BILLION, NET INCOME OF $832 MILLION, AND ADJUSTED EBITDA OF $1.05 BILLION"
FOX,2024-11-04,13:00:16,7BFF81,Fox Corp.,100,0.41,revenues,up,Fox Corp.: Advertising revenues increased $98 million or 11%,PRESS-RELEASE,Dow Jones Newswires,"Press Release: FOX REPORTS FIRST QUARTER FISCAL 2025 REVENUES OF $3.56 BILLION, NET INCOME OF $832 MILLION, AND ADJUSTED EBITDA OF $1.05 BILLION"
FOX,2024-11-04,13:00:16,7BFF81,Fox Corp.,100,0.0,earnings,,Fox Corp.: Quarterly Adjusted EBITDA,PRESS-RELEASE,Dow Jones Newswires,"Press Release: FOX REPORTS FIRST QUARTER FISCAL 2025 REVENUES OF $3.56 BILLION, NET INCOME OF $832 MILLION, AND ADJUSTED EBITDA OF $1.05 BILLION"
FOX,2024-11-04,13:00:16,7BFF81,Fox Corp.,100,-0.49,equity-actions,up,Fox Corp.: The increase in expenses,PRESS-RELEASE,Dow Jones Newswires,"Press Release: FOX REPORTS FIRST QUARTER FISCAL 2025 REVENUES OF $3.56 BILLION, NET INCOME OF $832 MILLION, AND ADJUSTED EBITDA OF $1.05 BILLION"
FOX,2024-11-04,13:00:16,7BFF81,Fox Corp.,100,0.58,earnings,positive,Fox Corp.: Segment EBITDA $ 748 $ 607,PRESS-RELEASE,Dow Jones Newswires,"Press Release: FOX REPORTS FIRST QUARTER FISCAL 2025 REVENUES OF $3.56 BILLION, NET INCOME OF $832 MILLION, AND ADJUSTED EBITDA OF $1.05 BILLION"
FOX,2024-11-04,13:00:16,7BFF81,Fox Corp.,100,0.59,equity-actions,,Fox Corp.: SHARE REPURCHASE PROGRAM,PRESS-RELEASE,Dow Jones Newswires,"Press Release: FOX REPORTS FIRST QUARTER FISCAL 2025 REVENUES OF $3.56 BILLION, NET INCOME OF $832 MILLION, AND ADJUSTED EBITDA OF $1.05 BILLION"
FOX,2024-11-04,13:00:16,7BFF81,Fox Corp.,99,0.59,equity-actions,,"Fox Corp.: As of September 30, 2024, the Company has repurchased approximately $4.85 billion of its Class A common stock",PRESS-RELEASE,Dow Jones Newswires,Press Release: FOX REPORTS FIRST QUARTER FISCAL -2-
FOX,2024-11-04,13:00:16,7BFF81,Fox Corp.,99,0.59,equity-actions,,"Fox Corp.: During the quarter, the Company repurchased approximately $250 million of its Class A common stock",PRESS-RELEASE,Dow Jones Newswires,Press Release: FOX REPORTS FIRST QUARTER FISCAL -2-
FOX,2024-11-04,13:00:16,7BFF81,Fox Corp.,99,0.0,equity-actions,,Fox Corp.: Operating expenses,PRESS-RELEASE,Dow Jones Newswires,Press Release: FOX REPORTS FIRST QUARTER FISCAL -2-
FOX,2024-11-04,13:00:16,7BFF81,Fox Corp.,99,0.0,assets,,"Fox Corp.: Total assets $ 22,538 $ 21,972",PRESS-RELEASE,Dow Jones Newswires,Press Release: FOX REPORTS FIRST QUARTER FISCAL -2-
FOX,2024-11-04,13:00:16,7BFF81,Fox Corp.,99,0.0,dividends,,Fox Corp.: Dividends,PRESS-RELEASE,Dow Jones Newswires,Press Release: FOX REPORTS FIRST QUARTER FISCAL -3-
FOX,2024-11-04,13:00:16,7BFF81,Fox Corp.,99,0.0,earnings,,Fox Corp.: ADJUSTED NET INCOME,PRESS-RELEASE,Dow Jones Newswires,Press Release: FOX REPORTS FIRST QUARTER FISCAL -3-
FOX,2024-11-04,13:00:16,7BFF81,Fox Corp.,99,0.0,earnings,,Fox Corp.: Income EPS,PRESS-RELEASE,Dow Jones Newswires,Press Release: FOX REPORTS FIRST QUARTER FISCAL -3-
FOX,2024-11-04,13:00:16,7BFF81,Fox Corp.,99,0.47,equity-actions,,Fox Corp.: Restructuring,PRESS-RELEASE,Dow Jones Newswires,Press Release: FOX REPORTS FIRST QUARTER FISCAL -3-
FOX,2024-11-04,13:00:16,7BFF81,Fox Corp.,99,0.0,earnings,,Fox Corp.: Adjusted EBITDA,PRESS-RELEASE,Dow Jones Newswires,Press Release: FOX REPORTS FIRST QUARTER FISCAL -3-
FOX,2024-11-04,13:01:39,7BFF81,Fox Corp.,100,0.58,earnings,positive,Fox Corp. 1Q Adjusted Ebitda $1.05B,NEWS-FLASH,Dow Jones Newswires,Fox Corp. 1Q Adjusted Ebitda $1.05B >FOX
FOX,2024-11-04,13:02:43,7BFF81,Fox Corp.,100,0.82,earnings,up,"Fox posted a profit of $827 million, up from $407 million",FULL-ARTICLE,Dow Jones Newswires,Fox Earnings Jump on Record Political Advertising -- WSJ
FOX,2024-11-04,13:02:43,7BFF81,Fox Corp.,100,0.41,revenues,up,"Fox News, posted 15% revenue growth in the three months ended Sept.",FULL-ARTICLE,Dow Jones Newswires,Fox Earnings Jump on Record Political Advertising -- WSJ
FOX,2024-11-04,13:04:29,7BFF81,Fox Corp.,96,0.0,earnings,,"Fox Corp.: the ""Company"") released its financial results for the quarter ended September 30, 2024",RNS-SEC8K,Dow Jones Newswires,Fox Corp. Files 8K - Operations And Financial Condition >FOXA
FOX,2024-11-05,07:03:12,7BFF81,Fox Corp.,100,0.82,earnings,up,"Fox posted a profit of $827 million, compared with $407 million",FULL-ARTICLE,Dow Jones Newswires,Technology: Fox Profit Doubles On Political TV Ads ---- By Ben Glickman
FOX,2024-11-05,07:03:12,7BFF81,Fox Corp.,100,0.41,revenues,up,"Fox News, posted 15% revenue growth in the three months ended Sept.",FULL-ARTICLE,Dow Jones Newswires,Technology: Fox Profit Doubles On Political TV Ads ---- By Ben Glickman
FOX,2024-11-05,12:46:09,7BFF81,Fox Corp.,99,0.64,earnings,up,Fox Earnings Jump on,FULL-ARTICLE,Dow Jones Newswires,CMO Today: Political Ads Double Profits for Fox
FOX,2024-11-05,12:46:09,7BFF81,Fox Corp.,99,0.41,revenues,up,"Fox News, posted 15% revenue growth",FULL-ARTICLE,Dow Jones Newswires,CMO Today: Political Ads Double Profits for Fox
FOX,2024-11-05,13:21:48,7BFF81,Fox Corp.,100,0.0,analyst-ratings,neutral,Fox Corp. Is Maintained at Equal-Weight by Morgan Stanley,NEWS-FLASH,Dow Jones Newswires,Fox Corp. Is Maintained at Equal-Weight by Morgan Stanley
FOX,2024-11-05,13:21:48,7BFF81,Fox Corp.,100,0.58,price-targets,upgrade,Fox Corp. Price Target Raised to $42.00/Share From $40.00 by Morgan Stanley,NEWS-FLASH,Dow Jones Newswires,Fox Corp. Price Target Raised to $42.00/Share From $40.00 by Morgan Stanley
FOX,2024-11-05,14:55:18,7BFF81,Fox Corp.,100,0.34,analyst-ratings,neutral,Fox Corp. Is Maintained at Buy by Deutsche Bank,NEWS-FLASH,Dow Jones Newswires,Fox Corp. Is Maintained at Buy by Deutsche Bank
FOX,2024-11-05,14:55:18,7BFF81,Fox Corp.,100,0.78,price-targets,upgrade,Fox Corp. Price Target Raised to $47.00/Share From $42.00 by Deutsche Bank,NEWS-FLASH,Dow Jones Newswires,Fox Corp. Price Target Raised to $47.00/Share From $42.00 by Deutsche Bank
FOX,2024-11-05,15:18:58,7BFF81,Fox Corp.,100,0.34,analyst-ratings,neutral,Fox Corp. Is Maintained at Overweight by Wells Fargo,NEWS-FLASH,Dow Jones Newswires,Fox Corp. Is Maintained at Overweight by Wells Fargo
FOX,2024-11-05,15:18:58,7BFF81,Fox Corp.,100,0.64,price-targets,upgrade,Fox Corp. Price Target Raised to $49.00/Share From $46.00 by Wells Fargo,NEWS-FLASH,Dow Jones Newswires,Fox Corp. Price Target Raised to $49.00/Share From $46.00 by Wells Fargo
FOX,2024-11-05,15:57:28,7BFF81,Fox Corp.,100,0.0,analyst-ratings,neutral,Fox Corp. Is Maintained at Neutral by JP Morgan,NEWS-FLASH,Dow Jones Newswires,Fox Corp. Is Maintained at Neutral by JP Morgan
FOX,2024-11-05,15:57:28,7BFF81,Fox Corp.,100,0.4,price-targets,upgrade,Fox Corp. Price Target Raised to $42.00/Share From $41.00 by JP Morgan,NEWS-FLASH,Dow Jones Newswires,Fox Corp. Price Target Raised to $42.00/Share From $41.00 by JP Morgan
FOX,2024-11-05,17:29:48,7BFF81,Fox Corp.,100,0.0,analyst-ratings,neutral,Fox Corp. Is Maintained at Neutral by Macquarie,NEWS-FLASH,Dow Jones Newswires,Fox Corp. Is Maintained at Neutral by Macquarie
FOX,2024-11-05,17:32:38,7BFF81,Fox Corp.,100,0.34,analyst-ratings,neutral,Fox Corp. Is Maintained at Buy by Goldman Sachs,NEWS-FLASH,Dow Jones Newswires,Fox Corp. Is Maintained at Buy by Goldman Sachs
FOX,2024-11-05,17:32:38,7BFF81,Fox Corp.,100,0.78,price-targets,upgrade,Fox Corp. Price Target Raised to $51.00/Share From $46.00 by Goldman Sachs,NEWS-FLASH,Dow Jones Newswires,Fox Corp. Price Target Raised to $51.00/Share From $46.00 by Goldman Sachs
FOX,2024-11-05,17:53:48,7BFF81,Fox Corp.,100,0.34,analyst-ratings,neutral,Fox Corp. Is Maintained at Buy by UBS,NEWS-FLASH,Dow Jones Newswires,Fox Corp. Is Maintained at Buy by UBS
FOX,2024-11-05,17:53:48,7BFF81,Fox Corp.,100,0.78,price-targets,upgrade,Fox Corp. Price Target Raised to $50.00/Share From $44.00 by UBS,NEWS-FLASH,Dow Jones Newswires,Fox Corp. Price Target Raised to $50.00/Share From $44.00 by UBS
FOX,2024-11-05,18:52:29,7BFF81,Fox Corp.,100,0.0,analyst-ratings,neutral,Fox Corp. Is Maintained at Hold by TD Cowen,NEWS-FLASH,Dow Jones Newswires,Fox Corp. Is Maintained at Hold by TD Cowen
FOX,2024-11-05,18:52:29,7BFF81,Fox Corp.,100,0.78,price-targets,upgrade,Fox Corp. Price Target Raised to $42.00/Share From $36.00 by TD Cowen,NEWS-FLASH,Dow Jones Newswires,Fox Corp. Price Target Raised to $42.00/Share From $36.00 by TD Cowen
FOX,2024-11-05,19:23:59,7BFF81,Fox Corp.,100,0.34,analyst-ratings,neutral,Fox Corp. Is Maintained at Buy by Guggenheim,NEWS-FLASH,Dow Jones Newswires,Fox Corp. Is Maintained at Buy by Guggenheim
FOX,2024-11-05,19:23:59,7BFF81,Fox Corp.,100,0.78,price-targets,upgrade,Fox Corp. Price Target Raised to $50.00/Share From $45.00 by Guggenheim,NEWS-FLASH,Dow Jones Newswires,Fox Corp. Price Target Raised to $50.00/Share From $45.00 by Guggenheim
FOX,2024-11-05,22:25:29,7BFF81,Fox Corp.,100,-0.49,insider-trading,,"Coo Nallen Sells 182,481 Of Fox Corp >FOXA",FULL-ARTICLE,Dow Jones Newswires,"COO Nallen Sells 182,481 Of Fox Corp >FOXA"
FOX,2024-11-05,22:27:43,7BFF81,Fox Corp.,100,-0.48,insider-trading,,"Coo Nallen Registers 182,481 Of Fox Corp >FOXA",RNS-SEC144,Dow Jones Newswires,"COO Nallen Registers 182,481 Of Fox Corp >FOXA"
